 76, "FX Noiz3machin3 FN",      1,  55.8,  28.9,  48.5,  65.0,  80.6
 77, "FX Quitscheentchen FN",   6,  55.2,  33.1,  50.7,  69.0,  87.7
 78, "FX Radeberger FN",        6,  55.2,  39.0,  66.4,  94.0, 121.5
 79, "FX Raindrops FN",         6,  55.2,  87.2,  51.1,  68.8,  87.0
 80, "FX Reverse FM",           6,  55.2,  17.6,  30.4,  43.1,  55.8
 81, "FX SO 6dB Sweep",         1,  55.8,  15.3,  26.1,  37.0,  47.7
 82, "FX Swell FN",             1,  55.2,  25.1,  38.3,  51.3,  65.0
 83, "FX Turntable FN",         6,  55.2,  38.3,  59.8,  81.2, 104.4
 84, "KB Big Synth FN",         6,  55.2,  58.1,  58.3,  58.2,  58.1
 85, "KB E-Piano",              6,  55.8,  23.2,  34.8,  45.8,  57.3
 86, "KB Glockenschlag FN",     4,  55.2,  25.9,  38.4,  50.5,  63.4
 87, "KB Piano House",          6,  55.2,  25.4,  37.0,  48.3,  59.9
 88, "KB White Noise FN",       3,  55.2,  23.5,  34.7,  46.2,  58.1
 89, "LD 8bitter II FN",        6,  55.2,  29.1,  41.9,  54.5,  67.2
 90, "LD Acid Saw",             6,  55.2,  15.7,  27.1,  37.8,  48.6
 91, "LD Bon Voyage FN",        1,  55.2,  23.1,  33.7,  44.2,  55.0
 92, "LD Crystal Lead",         1,  55.2,  24.9,  37.6,  50.3,  63.6
 93, "LD Drop In Pulse",        3,  55.2,  59.1,  59.0,  58.4,  58.7
 94, "LD Funky Mod",            1,  55.8,  15.3,  26.2,  36.9,  47.5
 95, "LD Metal Wahuuu",         1,  55.2,  17.5,  31.4,  44.5,  57.9
 96, "LD Morph Sync",           1,  55.8,  32.0,  52.3,  72.6,  94.0
 97, "LD Noisy Sync Lead",      1,  55.2,  20.5,  37.3,  54.0,  70.6
 98, "LD Plastic Attack",       1,  55.2,  20.1,  32.4,  44.4,  56.3
 99, "LD Pleutonium FN",        1,  55.2,  26.1,  36.1,  45.8,  56.1
100, "LD Plucked String",       1,  55.2,  28.4,  42.7,  57.4,  72.8
101, "LD Power Lead",           5,  55.2,  19.3,  33.5,  47.6,  61.7
102, "LD Resobells FN",         1,  55.2,  28.7,  42.2,  56.1,  70.3
103, "LD Sci Fi Organ",         6,  55.2,  28.5,  45.6,  62.8,  80.4
104, "LD Soft Bell Lead",       4,  55.2,  29.5,  47.8,  66.2,  84.7
105, "LD Special Starter",      1,  55.2,  28.8,  45.1,  61.9,  78.9
106, "LD Spring Bell",          2,  55.8,  29.8,  48.5,  67.5,  86.9
107, "LD SYNCElead FN",         1,  54.5,  27.0,  40.5,  54.3,  68.6
108, "LD Technoshocker FN",     1,  55.2,  17.3,  30.0,  42.9,  55.9
109, "LD Thin Lead",            1,  55.2,  26.7,  39.8,  53.2,  67.3
110, "LD Tranceline FN",        1,  55.2,  27.0,  38.0,  49.3,  60.7
111, "LD Woholead FN",          1,  55.2,  16.0,  27.1,  38.3,  49.4
112, "PD  Ringmodded FN",       1,  55.2,  29.2,  42.1,  55.2,  69.1
113, "PD Base Pad",             6,  55.2,  51.6,  51.5,  39.7,  51.0
114, "PD Bellomatism FN",       3,  55.2,  64.1,  64.5,  51.1,  64.4
115, "PD Big Trancer FN",       6,  55.2,  27.1,  38.7,  50.5,  62.8
116, "PD Bit Orchestra",        6,  55.2,  28.3,  43.2,  58.3,  74.2
117, "PD Bursting Pad",         4,  55.2,  33.8,  54.4,  75.1,  96.0
118, "PD Dark Animations FN",   3,  55.2,  24.2,  36.2,  48.1,  59.7
119, "PD Easymat FN",           6,  55.2,  25.9,  37.7,  49.7,  62.1
120, "PD Floating Pad",         6,  55.2,  32.8,  54.5,  76.7,  98.9
121, "PD Gated Pad",            3,  55.2,  68.8,  67.1,  68.0,  69.0
122, "PD Glasometer FN",        3,  55.2,  68.0,  68.3,  54.5,  68.5
123, "PD Open Square FN",       6,  54.5,  65.5,  53.9,  54.1,  67.2
124, "PD Padwobbler FN",        6,  55.2,  74.4,  59.7,  60.3,  75.6
125, "PD Sun Rise",             6,  54.5,  72.1,  42.4,  57.3,  72.8
126, "PD Sweet Analogue",       4,  54.5,  73.4,  72.8,  72.9,  72.8
127, "PD Twoflower FN",         4,  55.2,  83.7,  82.1,  82.3,  77.7
  0, "! Startup Juno Osc",      6,  63.5,  14.3,  24.5,  34.4,  44.5
  1, "ARP 303 Like FN",         1,  62.2,  23.7,  35.4,  46.4,  57.6
  2, "ARP 303 Like II FN",      1,  61.6,  24.2,  36.8,  48.6,  60.8
  3, "ARP C64 FN",              1,  61.0,  34.2,  54.4,  74.1,  94.2
  4, "ARP C64 II FN",           1,  61.0,  33.4,  53.3,  72.7,  92.5
  5, "ARP C64 III FN",          1,  60.3,  33.3,  53.3,  73.3,  93.9
  6, "ARP C64 IV FN",           1,  59.7,  28.5,  40.5,  52.6,  65.2
  7, "ARP Demotrack ARP FN",    6,  59.7,  16.8,  28.6,  40.1,  51.7
  8, "ARP Rumpelkammer FN",     1,  59.7,  19.4,  32.6,  45.8,  59.0
  9, "BS 007 X",                6,  59.0,  18.4,  31.0,  43.4,  56.0
 10, "BS 7th Gates FN",         1,  59.7,  15.3,  26.3,  36.8,  47.3
 11, "BS Bass Deep Room",       1,  59.0,  23.6,  35.1,  46.0,  57.0
 12, "BS Bassolead FN",         1,  59.0,  28.1,  41.9,  55.9,  70.0
 13, "BS Basspa_ FN",           1,  58.4,  18.5,  31.1,  43.6,  56.1
 14, "BS C64 Octavebass FN",    1,  58.4,  26.9,  45.7,  64.0,  82.5
 15, "BS Clean Flat Bass",      1,  59.0,  15.2,  26.2,  36.8,  47.5
 16, "BS D&B Wubler",           1,  58.4,  16.5,  28.9,  40.3,  52.5
 17, "BS Dark Bass",            1,  58.4,  16.3,  28.7,  40.7,  52.4
 18, "BS Dark Night FN",        3,  57.8,  18.0,  29.1,  39.8,  51.1
 19, "BS Detuned FN",           1,  58.4,  18.7,  31.2,  43.7,  56.4
 20, "BS Easy Listener FN",     6,  57.8,  18.4,  31.1,  43.4,  56.1
 21, "BS Energyator FN",        1,  57.8,  15.6,  26.7,  37.2,  48.4
 22, "BS Fat Side FN",          1,  57.8,  16.4,  28.8,  40.9,  52.9
 23, "BS Flamming Bass FN",     1,  57.1,  18.0,  29.7,  41.7,  53.7
 24, "BS Goodspeed FN",         1,  57.1,  23.8,  34.8,  45.6,  56.8
 25, "BS Hard 80's",            1,  57.1,  16.5,  26.7,  36.7,  46.7
 26, "BS Knarziger FN",         1,  57.1,  17.0,  27.4,  37.7,  48.3
 27, "BS LFO Roller FN",        1,  57.1,  18.0,  30.3,  42.5,  54.9
 28, "BS Madskillz FN",         1,  57.1,  23.0,  33.1,  43.3,  53.9
 29, "BS Mixmiddle FN",         1,  57.1,  21.5,  39.0,  56.5,  74.1
 30, "BS Night And Day FN",     6,  57.1,  18.2,  30.4,  42.5,  54.7
 31, "BS Noizigian FN",         1,  57.1,  18.1,  30.7,  43.4,  56.0
 32, "BS Open Bass FN",         1,  56.5,  16.4,  28.0,  39.4,  51.2
 33, "BS Pluggiator FN",        1,  57.1,  23.7,  35.5,  46.5,  57.6
 34, "BS SAWbreaker FN",        1,  56.5,  17.8,  29.2,  40.2,  51.3
 35, "BS Sawlight FN",          1,  56.5,  19.8,  31.2,  42.4,  53.8
 36, "BS Sci Fi",               1,  56.5,  24.2,  42.1,  60.3,  78.4
 37, "BS Slow Filter FN",       1,  56.5,  26.9,  39.9,  53.2,  66.2
 38, "BS Small Bassist FN",     6,  55.8,  26.1,  38.4,  50.4,  62.8
 39, "BS Syncetel Bass FN",     6,  55.8,  17.0,  27.4,  37.8,  48.4
 40, "BS Tripple Wobbler",      1,  55.8,  15.9,  27.5,  38.9,  50.5
 41, "BS Wobbler FN",           1,  56.5,  27.3,  40.8,  54.5,  68.4
 42, "BS Wobbler II FN",        1,  56.5,  28.0,  42.4,  56.9,  71.5
 43, "CD Universal FN",         1,  56.5,  26.0,  37.9,  49.6,  62.1
 44, "CH Chordionator FN",      6,  55.8,  25.1,  36.6,  47.9,  59.9
 45, "CH Chordionator II FN",   1,  55.8,  25.4,  36.9,  48.2,  60.1
 46, "CH Chordionator III FN",  3,  55.8,  15.7,  27.2,  38.7,  49.8
 47, "CH Chordionator IV FN",   1,  56.5,  23.8,  35.1,  46.5,  58.5
 48, "CH Open Mind FN",         1,  55.8,  26.1,  37.9,  49.7,  62.0
 49, "CH SIDchord FN",          6,  55.8,  27.5,  40.6,  53.9,  67.5
 50, "DR 8bit  Kick II FN",     1,  55.8,  23.2,  36.2,  49.1,  62.4
 51, "DR 8bit  Kick III FN",    6,  55.8,  28.8,  40.9,  53.1,  65.6
 52, "DR 8bit Kick FN",         6,  56.5,  25.6,  36.6,  47.9,  59.3
 53, "DR Crash Space",          6,  55.8,  23.4,  42.9,  62.2,  82.3
 54, "DR Hat Reverse",          1,  55.2,  17.9,  32.1,  46.2,  60.1
 55, "DR Hat Short Moves",      1,  55.8,  18.3,  32.2,  46.2,  60.1
 56, "DR Hat Short",            4,  55.8,  17.9,  31.9,  45.7,  59.7
 57, "DR HiHat FN",             1,  55.8,  13.7,  22.6,  31.7,  40.5
 58, "DR Kick Clean",           1,  55.8,  19.3,  34.1,  48.9,  63.7
 59, "DR Kick FN",              1,  55.2,  14.9,  24.8,  34.8,  44.8
 60, "DR Kick II FN",           1,  55.2,  28.7,  39.0,  49.1,  59.7
 61, "DR Kick III FN",          1,  55.2,  28.5,  40.5,  52.6,  65.1
 62, "DR Kick Old School",      6,  55.2,  19.3,  34.1,  49.0,  63.8
 63, "DR Kick Phat",            1,  55.2,  26.4,  40.6,  54.8,  69.2
 64, "DR Perc Bongo Room",      1,  55.2,  23.9,  35.9,  48.0,  60.4
 65, "DR Perc Room",            1,  55.2,  22.4,  32.6,  42.9,  53.4
 66, "DR Snare Dry",            1,  55.8,  21.1,  34.3,  46.7,  59.3
 67, "DR Sub Impact",           1,  55.2,  15.0,  25.1,  35.3,  45.4
 68, "FX Alien Storm",          1,  55.2, 103.2, 104.3,  88.1, 106.1
 69, "FX Blubberwasser FN",     1,  54.5,  33.1,  50.6,  68.7,  87.7
 70, "FX Break FM",             6,  54.5,  35.2,  59.4,  84.2, 109.8
 71, "FX C64 FN",               1,  55.2,  31.6,  49.2,  66.3,  82.8
 72, "FX Digital Transfer",     1,  55.2,  32.0,  53.2,  75.1,  98.6
 73, "FX Falling Break",        1,  54.5,  54.6,  54.5,  54.4,  54.4
 74, "FX Metallica FN",         1,  54.5,  65.8,  65.9,  50.8,  66.1
 75, "FX Mod Triangle FM",      1,  55.2,  16.5,  29.2,  42.2,  55.2
 76, "FX Noiz3machin3 FN",      1,  55.2,  28.9,  48.5,  64.9,  80.6
 77, "FX Quitscheentchen FN",   6,  55.2,  33.1,  50.7,  68.8,  87.4
 78, "FX Radeberger FN",        6,  54.5,  39.0,  66.4,  93.8, 121.6
 79, "FX Raindrops FN",         6,  54.5,  87.3,  51.1,  69.0,  87.0
 80, "FX Reverse FM",           6,  55.2,  17.6,  30.4,  43.2,  55.8
 81, "FX SO 6dB Sweep",         1,  55.2,  15.3,  26.1,  37.0,  47.7
 82, "FX Swell FN",             1,  54.5,  25.1,  38.3,  51.4,  65.0
 83, "FX Turntable FN",         6,  55.2,  38.4,  59.8,  81.3, 104.3
 84, "KB Big Synth FN",         6,  54.5,  58.3,  58.3,  58.2,  57.8
 85, "KB E-Piano",              6,  54.5,  23.2,  34.8,  45.8,  57.3
 86, "KB Glockenschlag FN",     4,  55.2,  25.9,  38.3,  50.3,  63.5
 87, "KB Piano House",          6,  54.5,  25.4,  36.9,  48.5,  59.9
 88, "KB White Noise FN",       3,  53.9,  23.6,  34.7,  46.3,  58.2
 89, "LD 8bitter II FN",        6,  54.5,  29.1,  41.9,  54.4,  67.1
 90, "LD Acid Saw",             6,  55.2,  15.7,  27.1,  37.8,  48.6
 91, "LD Bon Voyage FN",        1,  55.2,  23.2,  33.6,  44.1,  55.0
 92, "LD Crystal Lead",         1,  54.5,  24.9,  37.5,  50.2,  63.5
 93, "LD Drop In Pulse",        3,  54.5,  58.9,  59.1,  58.5,  58.7
 94, "LD Funky Mod",            1,  54.5,  15.3,  26.2,  37.1,  47.6
 95, "LD Metal Wahuuu",         1,  54.5,  17.5,  31.4,  44.5,  57.8
 96, "LD Morph Sync",           1,  54.5,  31.9,  52.4,  72.4,  93.2
 97, "LD Noisy Sync Lead",      1,  54.5,  20.5,  37.3,  54.0,  70.6
 98, "LD Plastic Attack",       1,  55.2,  20.1,  32.4,  44.4,  56.3
 99, "LD Pleutonium FN",        1,  55.2,  26.3,  36.2,  45.7,  55.8
100, "LD Plucked String",       1,  54.5,  28.4,  42.6,  57.4,  72.4
101, "LD Power Lead",           5,  53.9,  19.3,  33.5,  47.6,  61.6
102, "LD Resobells FN",         1,  54.5,  28.7,  42.2,  56.0,  70.2
103, "LD Sci Fi Organ",         6,  54.5,  28.6,  45.5,  62.8,  80.6
104, "LD Soft Bell Lead",       4,  54.5,  29.5,  47.9,  66.1,  84.7
105, "LD Special Starter",      1,  53.9,  28.8,  45.2,  62.0,  78.9
106, "LD Spring Bell",          2,  54.5,  29.8,  48.6,  67.4,  87.0
107, "LD SYNCElead FN",         1,  53.9,  27.1,  40.6,  54.5,  68.7
108, "LD Technoshocker FN",     1,  54.5,  17.3,  30.0,  42.9,  55.9
109, "LD Thin Lead",            1,  55.2,  26.8,  39.7,  53.3,  67.5
110, "LD Tranceline FN",        1,  53.9,  27.1,  38.1,  49.1,  60.6
111, "LD Woholead FN",          1,  54.5,  16.0,  27.1,  38.3,  49.4
112, "PD  Ringmodded FN",       1,  54.5,  29.2,  42.1,  55.4,  69.1
113, "PD Base Pad",             6,  54.5,  51.5,  51.6,  39.7,  51.1
114, "PD Bellomatism FN",       3,  54.5,  64.2,  64.4,  51.0,  64.3
115, "PD Big Trancer FN",       6,  53.9,  27.0,  38.7,  50.6,  62.6
116, "PD Bit Orchestra",        6,  54.5,  28.4,  43.1,  58.4,  74.2
117, "PD Bursting Pad",         4,  54.5,  33.8,  54.4,  75.0,  96.0
118, "PD Dark Animations FN",   3,  54.5,  24.2,  36.2,  48.0,  59.8
119, "PD Easymat FN",           6,  53.9,  25.9,  37.8,  49.7,  62.1
120, "PD Floating Pad",         6,  53.9,  32.9,  54.5,  76.3,  99.2
121, "PD Gated Pad",            3,  54.5,  68.7,  67.3,  68.0,  69.0
122, "PD Glasometer FN",        3,  53.9,  68.3,  68.5,  54.8,  68.4
123, "PD Open Square FN",       6,  53.9,  65.5,  53.9,  54.3,  67.4
124, "PD Padwobbler FN",        6,  54.5,  74.7,  59.7,  60.4,  75.5
125, "PD Sun Rise",             6,  54.5,  72.1,  42.3,  57.1,  72.8
126, "PD Sweet Analogue",       4,  53.9,  73.4,  72.8,  72.7,  72.8
127, "PD Twoflower FN",         4,  53.9,  83.8,  82.3,  82.4,  77.6
  0, "! Startup Juno Osc",      6,  62.2,  14.3,  24.5,  34.4,  44.5
  1, "ARP 303 Like FN",         1,  61.0,  23.7,  35.5,  46.5,  57.7
  2, "ARP 303 Like II FN",      1,  60.3,  24.4,  36.8,  48.6,  60.9
  3, "ARP C64 FN",              1,  60.3,  34.2,  54.3,  74.1,  94.4
  4, "ARP C64 II FN",           1,  59.7,  33.3,  53.2,  72.8,  92.5
  5, "ARP C64 III FN",          1,  59.7,  33.3,  53.3,  73.4,  94.0
  6, "ARP C64 IV FN",           1,  59.0,  28.4,  40.5,  52.6,  65.0
  7, "ARP Demotrack ARP FN",    6,  58.4,  16.8,  28.6,  40.1,  51.7
  8, "ARP Rumpelkammer FN",     1,  58.4,  19.4,  32.6,  45.8,  59.0
  9, "BS 007 X",                6,  58.4,  18.4,  31.0,  43.4,  56.0
 10, "BS 7th Gates FN",         1,  58.4,  15.3,  26.3,  36.9,  47.3
 11, "BS Bass Deep Room",       1,  57.8,  23.6,  35.0,  45.9,  57.2
 12, "BS Bassolead FN",         1,  58.4,  28.1,  41.9,  55.8,  70.1
 13, "BS Basspa_ FN",           1,  57.8,  18.5,  31.1,  43.6,  56.1
 14, "BS C64 Octavebass FN",    1,  57.1,  26.9,  45.7,  63.9,  82.5
 15, "BS Clean Flat Bass",      1,  57.8,  15.2,  26.2,  36.9,  47.5
 16, "BS D&B Wubler",           1,  57.1,  16.5,  28.8,  40.3,  52.5
 17, "BS Dark Bass",            1,  57.1,  16.3,  28.6,  40.7,  52.5
 18, "BS Dark Night FN",        3,  57.1,  18.0,  29.1,  39.8,  51.1
 19, "BS Detuned FN",           1,  57.8,  18.7,  31.2,  43.7,  56.4
 20, "BS Easy Listener FN",     6,  56.5,  18.4,  31.1,  43.4,  56.1
 21, "BS Energyator FN",        1,  56.5,  15.6,  26.7,  37.3,  48.4
 22, "BS Fat Side FN",          1,  56.5,  16.4,  28.8,  40.9,  52.9
 23, "BS Flamming Bass FN",     1,  56.5,  18.0,  29.7,  41.8,  53.7
 24, "BS Goodspeed FN",         1,  56.5,  23.8,  34.8,  45.7,  57.0
 25, "BS Hard 80's",            1,  56.5,  16.5,  26.8,  36.7,  46.7
 26, "BS Knarziger FN",         1,  55.8,  17.0,  27.4,  37.7,  48.3
 27, "BS LFO Roller FN",        1,  56.5,  18.0,  30.3,  42.5,  55.0
 28, "BS Madskillz FN",         1,  55.8,  23.0,  33.1,  43.5,  54.0
 29, "BS Mixmiddle FN",         1,  55.8,  21.5,  39.0,  56.5,  74.1
 30, "BS Night And Day FN",     6,  55.8,  18.2,  30.4,  42.5,  54.7
 31, "BS Noizigian FN",         1,  55.8,  18.1,  30.7,  43.3,  56.0
 32, "BS Open Bass FN",         1,  55.8,  16.4,  28.0,  39.4,  51.2
 33, "BS Pluggiator FN",        1,  55.8,  23.7,  35.5,  46.5,  57.7
 34, "BS SAWbreaker FN",        1,  55.8,  17.8,  29.2,  40.2,  51.4
 35, "BS Sawlight FN",          1,  55.8,  19.9,  31.2,  42.4,  53.8
 36, "BS Sci Fi",               1,  55.8,  24.2,  42.1,  60.3,  78.3
 37, "BS Slow Filter FN",       1,  55.8,  26.9,  39.9,  53.1,  66.2
 38, "BS Small Bassist FN",     6,  55.2,  26.1,  38.4,  50.5,  62.8
 39, "BS Syncetel Bass FN",     6,  55.2,  17.0,  27.4,  37.8,  48.3
 40, "BS Tripple Wobbler",      1,  55.2,  15.9,  27.5,  38.9,  50.5
 41, "BS Wobbler FN",           1,  55.2,  27.2,  40.7,  54.5,  68.6
 42, "BS Wobbler II FN",        1,  55.2,  28.0,  42.4,  56.9,  71.7
 43, "CD Universal FN",         1,  55.2,  26.2,  37.8,  49.7,  62.1
 44, "CH Chordionator FN",      6,  55.2,  25.2,  36.6,  48.1,  60.0
 45, "CH Chordionator II FN",   1,  55.2,  25.4,  36.8,  48.1,  60.1
 46, "CH Chordionator III FN",  3,  55.2,  15.7,  27.2,  38.7,  49.8
 47, "CH Chordionator IV FN",   1,  55.2,  23.8,  35.2,  46.5,  58.5
 48, "CH Open Mind FN",         1,  55.2,  26.1,  38.0,  49.8,  62.0
 49, "CH SIDchord FN",          6,  55.2,  27.5,  40.5,  54.0,  67.7
 50, "DR 8bit  Kick II FN",     1,  54.5,  23.2,  36.2,  49.1,  62.3
 51, "DR 8bit  Kick III FN",    6,  55.2,  28.7,  40.9,  53.1,  65.5
 52, "DR 8bit Kick FN",         6,  55.2,  25.6,  36.6,  48.0,  59.2
 53, "DR Crash Space",          6,  54.5,  23.5,  42.7,  62.5,  82.4
 54, "DR Hat Reverse",          1,  54.5,  17.9,  32.1,  46.2,  60.0
 55, "DR Hat Short Moves",      1,  54.5,  18.3,  32.2,  46.1,  60.1
 56, "DR Hat Short",            4,  55.2,  17.9,  31.9,  45.7,  59.7
 57, "DR HiHat FN",             1,  54.5,  13.7,  22.6,  31.6,  40.5
 58, "DR Kick Clean",           1,  54.5,  19.3,  34.0,  48.9,  63.7
 59, "DR Kick FN",              1,  54.5,  14.9,  24.8,  34.8,  44.8
 60, "DR Kick II FN",           1,  54.5,  28.7,  39.0,  49.1,  59.6
 61, "DR Kick III FN",          1,  54.5,  28.5,  40.5,  52.7,  65.0
 62, "DR Kick Old School",      6,  54.5,  19.3,  34.1,  48.9,  63.8
 63, "DR Kick Phat",            1,  54.5,  26.4,  40.6,  54.8,  69.4
 64, "DR Perc Bongo Room",      1,  53.9,  23.9,  35.9,  48.0,  60.3
 65, "DR Perc Room",            1,  54.5,  22.4,  32.6,  42.9,  53.3
 66, "DR Snare Dry",            1,  54.5,  21.1,  34.3,  46.7,  59.4
 67, "DR Sub Impact",           1,  54.5,  15.0,  25.1,  35.3,  45.4
 68, "FX Alien Storm",          1,  54.5, 103.3, 104.2, 105.1, 105.8
 69, "FX Blubberwasser FN",     1,  53.9,  33.1,  50.9,  69.0,  87.8
 70, "FX Break FM",             6,  53.9,  35.2,  59.3,  84.1, 109.9
 71, "FX C64 FN",               1,  53.9,  31.5,  49.1,  66.3,  83.1
 72, "FX Digital Transfer",     1,  53.9,  32.0,  53.1,  75.1,  98.6
 73, "FX Falling Break",        1,  53.9,  54.6,  54.6,  54.5,  54.4
 74, "FX Metallica FN",         1,  53.9,  65.8,  65.9,  50.8,  66.1
 75, "FX Mod Triangle FM",      1,  53.9,  16.5,  29.2,  42.2,  55.2
 76, "FX Noiz3machin3 FN",      1,  53.9,  28.9,  48.5,  65.1,  80.6
 77, "FX Quitscheentchen FN",   6,  53.9,  33.1,  50.7,  69.0,  87.8
 78, "FX Radeberger FN",        6,  53.3,  38.9,  66.4,  93.8, 121.5
 79, "FX Raindrops FN",         6,  53.3,  87.0,  51.0,  69.0,  87.3
 80, "FX Reverse FM",           6,  53.9,  17.6,  30.4,  43.2,  55.8
 81, "FX SO 6dB Sweep",         1,  53.9,  15.3,  26.1,  37.0,  47.7
 82, "FX Swell FN",             1,  53.9,  25.1,  38.4,  51.4,  65.0
 83, "FX Turntable FN",         6,  53.9,  38.3,  59.8,  81.3, 104.4
 84, "KB Big Synth FN",         6,  53.3,  58.3,  58.2,  58.0,  57.9
 85, "KB E-Piano",              6,  53.3,  23.2,  34.8,  45.8,  57.4
 86, "KB Glockenschlag FN",     4,  53.9,  26.0,  38.3,  50.5,  63.8
 87, "KB Piano House",          6,  53.3,  25.3,  36.9,  48.4,  59.9
 88, "KB White Noise FN",       3,  53.9,  23.6,  34.8,  46.2,  58.1
 89, "LD 8bitter II FN",        6,  53.9,  29.2,  42.0,  54.4,  67.1
 90, "LD Acid Saw",             6,  53.9,  15.7,  27.1,  37.8,  48.6
 91, "LD Bon Voyage FN",        1,  53.3,  23.2,  33.7,  44.1,  54.9
 92, "LD Crystal Lead",         1,  53.9,  24.9,  37.5,  50.2,  63.7
 93, "LD Drop In Pulse",        3,  53.3,  59.0,  59.1,  58.5,  58.8
 94, "LD Funky Mod",            1,  53.3,  15.3,  26.3,  37.0,  47.5
 95, "LD Metal Wahuuu",         1,  53.9,  17.5,  31.4,  44.5,  57.9
 96, "LD Morph Sync",           1,  53.9,  31.9,  52.4,  73.0,  94.2
 97, "LD Noisy Sync Lead",      1,  53.9,  20.5,  37.3,  54.0,  70.6
 98, "LD Plastic Attack",       1,  53.9,  20.1,  32.4,  44.4,  56.3
 99, "LD Pleutonium FN",        1,  53.9,  26.3,  36.0,  45.8,  56.0
100, "LD Plucked String",       1,  53.3,  28.4,  42.8,  57.4,  72.6
101, "LD Power Lead",           5,  53.9,  19.3,  33.5,  47.6,  61.7
102, "LD Resobells FN",         1,  53.9,  28.8,  42.2,  56.0,  70.2
103, "LD Sci Fi Organ",         6,  53.3,  28.5,  45.5,  62.7,  80.5
104, "LD Soft Bell Lead",       4,  53.9,  29.5,  47.8,  66.1,  84.7
105, "LD Special Starter",      1,  53.9,  28.8,  45.2,  62.1,  79.0
106, "LD Spring Bell",          2,  53.9,  29.8,  48.4,  67.4,  87.0
107, "LD SYNCElead FN",         1,  53.3,  27.1,  40.6,  54.3,  68.8
108, "LD Technoshocker FN",     1,  53.3,  17.3,  30.0,  42.9,  55.9
109, "LD Thin Lead",            1,  53.3,  26.7,  39.8,  53.2,  67.3
110, "LD Tranceline FN",        1,  53.3,  27.1,  38.2,  49.2,  60.7
111, "LD Woholead FN",          1,  53.9,  16.0,  27.1,  38.3,  49.4
112, "PD  Ringmodded FN",       1,  53.3,  29.3,  42.1,  55.2,  68.8
113, "PD Base Pad",             6,  53.3,  51.6,  51.7,  39.7,  50.9
114, "PD Bellomatism FN",       3,  53.3,  64.3,  64.3,  51.0,  64.3
115, "PD Big Trancer FN",       6,  53.3,  27.1,  38.9,  50.4,  62.7
116, "PD Bit Orchestra",        6,  53.3,  28.3,  43.1,  58.3,  74.1
117, "PD Bursting Pad",         4,  53.3,  33.8,  54.5,  75.0,  96.1
118, "PD Dark Animations FN",   3,  53.3,  24.3,  36.2,  48.0,  59.9
119, "PD Easymat FN",           6,  53.3,  25.9,  37.7,  49.6,  62.0
120, "PD Floating Pad",         6,  53.3,  32.9,  54.5,  76.4,  99.1
121, "PD Gated Pad",            3,  52.6,  69.0,  67.3,  68.0,  69.0
122, "PD Glasometer FN",        3,  53.3,  68.3,  68.1,  54.8,  68.4
123, "PD Open Square FN",       6,  53.3,  65.5,  54.0,  54.3,  67.3
124, "PD Padwobbler FN",        6,  53.9,  74.3,  59.6,  60.2,  75.5
125, "PD Sun Rise",             6,  53.3,  72.2,  42.2,  57.2,  72.8
126, "PD Sweet Analogue",       4,  53.3,  73.7,  72.7,  72.6,  72.9
127, "PD Twoflower FN",         4,  53.3,  83.7,  82.2,  82.5,  77.5
  0, "! Startup Juno Osc",      6,  61.6,  14.3,  24.5,  34.4,  44.5
  1, "ARP 303 Like FN",         1,  60.3,  23.7,  35.5,  46.4,  57.7
  2, "ARP 303 Like II FN",      1,  59.7,  24.4,  36.7,  48.6,  60.8
  3, "ARP C64 FN",              1,  59.7,  34.2,  54.4,  74.1,  94.4
  4, "ARP C64 II FN",           1,  59.0,  33.5,  53.4,  72.8,  92.5
  5, "ARP C64 III FN",          1,  59.0,  33.2,  53.3,  73.4,  94.3
  6, "ARP C64 IV FN",           1,  58.4,  28.5,  40.5,  52.6,  64.9
  7, "ARP Demotrack ARP FN",    6,  58.4,  16.8,  28.6,  40.1,  51.7
  8, "ARP Rumpelkammer FN",     1,  57.8,  19.4,  32.6,  45.8,  59.0
  9, "BS 007 X",                6,  57.8,  18.4,  31.0,  43.3,  56.0
 10, "BS 7th Gates FN",         1,  57.8,  15.3,  26.3,  36.9,  47.3
 11, "BS Bass Deep Room",       1,  57.1,  23.6,  35.2,  45.9,  57.2
 12, "BS Bassolead FN",         1,  56.5,  28.1,  41.9,  55.9,  70.2
 13, "BS Basspa_ FN",           1,  56.5,  18.5,  31.1,  43.6,  56.2
 14, "BS C64 Octavebass FN",    1,  57.1,  26.9,  45.7,  63.9,  82.5
 15, "BS Clean Flat Bass",      1,  56.5,  15.2,  26.1,  36.9,  47.5
 16, "BS D&B Wubler",           1,  56.5,  16.6,  28.9,  40.6,  52.4
 17, "BS Dark Bass",            1,  56.5,  16.3,  28.8,  40.6,  52.3
 18, "BS Dark Night FN",        3,  56.5,  18.0,  29.1,  39.8,  51.1
 19, "BS Detuned FN",           1,  56.5,  18.7,  31.2,  43.7,  56.4
 20, "BS Easy Listener FN",     6,  55.8,  18.4,  31.1,  43.3,  56.0
 21, "BS Energyator FN",        1,  55.8,  15.6,  26.7,  37.3,  48.4
 22, "BS Fat Side FN",          1,  56.5,  16.4,  28.8,  40.9,  52.9
 23, "BS Flamming Bass FN",     1,  55.8,  18.0,  29.7,  41.8,  53.7
 24, "BS Goodspeed FN",         1,  55.2,  23.8,  34.7,  45.6,  56.8
