 88, "KB White Noise FN",       3,  62.9,  17.3,  25.6,  33.9,  42.5,  50.8
 89, "LD 8bitter II FN",        6,  63.5,  21.4,  30.8,  40.0,  49.3,  58.0
 90, "LD Acid Saw",             6,  62.9,  11.5,  19.9,  27.8,  35.6,  43.4
 91, "LD Bon Voyage FN",        1,  62.9,  17.0,  24.7,  32.4,  40.5,  48.1
 92, "LD Crystal Lead",         1,  62.9,  18.3,  27.6,  37.0,  46.6,  56.1
 93, "LD Drop In Pulse",        3,  62.9,  52.1,  51.9,  42.8,  43.4,  51.5
 94, "LD Funky Mod",            1,  62.2,  11.3,  19.3,  27.1,  35.0,  42.9
 95, "LD Metal Wahuuu",         1,  62.9,  12.9,  23.1,  32.6,  42.4,  52.2
 96, "LD Morph Sync",           1,  62.9,  23.5,  38.5,  53.5,  68.6,  84.2
 97, "LD Noisy Sync Lead",      1,  62.9,  15.0,  27.4,  39.7,  52.0,  63.9
 98, "LD Plastic Attack",       1,  62.2,  14.8,  23.8,  32.7,  41.4,  50.0
 99, "LD Pleutonium FN",        1,  62.9,  19.2,  26.6,  33.7,  41.2,  48.4
100, "LD Plucked String",       1,  62.9,  20.8,  31.5,  42.2,  53.5,  64.5
101, "LD Power Lead",           5,  62.9,  14.3,  24.7,  35.0,  45.2,  55.7
102, "LD Resobells FN",         1,  62.9,  21.1,  31.0,  41.2,  51.7,  62.0
103, "LD Sci Fi Organ",         6,  62.2,  21.0,  33.5,  46.1,  59.2,  72.1
104, "LD Soft Bell Lead",       4,  62.9,  21.7,  35.1,  48.6,  62.3,  75.8
105, "LD Special Starter",      1,  62.2,  21.2,  33.2,  45.5,  58.0,  70.4
106, "LD Spring Bell",          2,  63.5,  21.9,  35.7,  49.6,  64.0,  78.0
107, "LD SYNCElead FN",         1,  62.2,  20.0,  29.9,  39.9,  50.6,  60.7
108, "LD Technoshocker FN",     1,  62.9,  12.7,  22.1,  31.5,  41.1,  50.4
109, "LD Thin Lead",            1,  63.5,  19.6,  29.3,  39.2,  49.5,  59.7
110, "LD Tranceline FN",        1,  62.9,  19.8,  28.1,  36.1,  44.7,  52.6
111, "LD Woholead FN",          1,  62.9,  11.7,  20.0,  28.1,  36.4,  44.6
112, "PD  Ringmodded FN",       1,  63.5,  21.5,  30.9,  40.6,  50.7,  59.9
113, "PD Base Pad",             6,  62.9,  46.5,  46.5,  29.3,  37.5,  45.6
114, "PD Bellomatism FN",       3,  62.9,  56.9,  57.1,  37.6,  47.3,  57.1
115, "PD Big Trancer FN",       6,  62.9,  19.9,  28.5,  37.0,  46.0,  54.5
116, "PD Bit Orchestra",        6,  62.9,  20.8,  31.7,  42.9,  54.5,  66.0
117, "PD Bursting Pad",         4,  62.9,  24.8,  39.9,  55.2,  70.5,  85.6
118, "PD Dark Animations FN",   3,  62.2,  17.8,  26.6,  35.5,  44.1,  52.4
119, "PD Easymat FN",           6,  62.9,  19.0,  27.7,  36.5,  45.7,  54.4
120, "PD Floating Pad",         6,  62.9,  24.2,  40.1,  56.2,  72.7,  89.5
121, "PD Gated Pad",            3,  62.9,  62.5,  60.1,  60.3,  51.6,  62.1
122, "PD Glasometer FN",        3,  62.9,  60.3,  60.3,  50.3,  50.4,  60.4
123, "PD Open Square FN",       6,  62.9,  57.1,  48.8,  39.9,  49.4,  58.5
124, "PD Padwobbler FN",        6,  62.9,  65.3,  54.7,  44.3,  55.6,  66.4
125, "PD Sun Rise",             6,  62.9,  64.0,  31.1,  42.1,  53.7,  64.6
126, "PD Sweet Analogue",       4,  62.9,  64.9,  63.9,  64.3,  64.1,  66.4
127, "PD Twoflower FN",         4,  62.9,  75.1,  73.6,  73.7,  57.1,  74.1
  0, "! Startup Juno Osc",      6,  59.7,  10.5,  17.9,  25.3,  32.7,  39.9
  1, "ARP 303 Like FN",         1,  61.0,  17.4,  26.1,  34.3,  42.4,  50.4
  2, "ARP 303 Like II FN",      1,  61.0,  17.9,  27.0,  35.7,  44.7,  53.1
  3, "ARP C64 FN",              1,  61.0,  25.2,  40.0,  54.4,  69.3,  83.8
  4, "ARP C64 II FN",           1,  60.3,  24.5,  39.2,  53.4,  68.1,  82.3
  5, "ARP C64 III FN",          1,  60.3,  24.5,  39.1,  54.0,  69.1,  83.9
  6, "ARP C64 IV FN",           1,  61.6,  20.9,  29.8,  38.6,  47.8,  56.7
  7, "ARP Demotrack ARP FN",    6,  61.0,  12.4,  20.9,  29.3,  37.9,  46.2
  8, "ARP Rumpelkammer FN",     1,  61.6,  14.3,  24.1,  33.5,  43.3,  52.8
  9, "BS 007 X",                6,  61.0,  13.5,  22.8,  31.9,  41.1,  50.3
 10, "BS 7th Gates FN",         1,  61.6,  11.2,  19.3,  27.1,  34.8,  42.5
 11, "BS Bass Deep Room",       1,  62.2,  17.3,  25.8,  33.9,  41.9,  49.9
 12, "BS Bassolead FN",         1,  61.6,  20.6,  30.8,  41.2,  51.7,  61.9
 13, "BS Basspa_ FN",           1,  62.2,  13.6,  22.9,  32.0,  41.3,  50.5
 14, "BS C64 Octavebass FN",    1,  61.6,  19.8,  33.5,  47.0,  60.7,  74.2
 15, "BS Clean Flat Bass",      1,  61.6,  11.2,  19.3,  27.2,  34.9,  42.7
 16, "BS D&B Wubler",           1,  61.6,  12.2,  21.2,  29.7,  38.6,  46.9
 17, "BS Dark Bass",            1,  61.6,  12.0,  21.1,  29.9,  38.5,  47.0
 18, "BS Dark Night FN",        3,  62.2,  13.2,  21.2,  29.3,  37.5,  45.5
 19, "BS Detuned FN",           1,  62.2,  13.8,  22.9,  32.0,  41.5,  50.2
 20, "BS Easy Listener FN",     6,  61.6,  13.5,  22.9,  31.9,  41.2,  50.3
 21, "BS Energyator FN",        1,  61.6,  11.5,  19.4,  27.5,  35.5,  43.3
 22, "BS Fat Side FN",          1,  61.6,  12.1,  21.1,  30.1,  38.9,  47.2
 23, "BS Flamming Bass FN",     1,  62.2,  13.2,  21.8,  30.5,  39.4,  48.0
 24, "BS Goodspeed FN",         1,  62.2,  17.5,  25.6,  33.6,  41.8,  49.4
 25, "BS Hard 80's",            1,  61.6,  12.2,  19.6,  27.0,  34.3,  41.6
 26, "BS Knarziger FN",         1,  62.2,  12.5,  20.0,  27.7,  35.6,  43.1
 27, "BS LFO Roller FN",        1,  62.2,  13.3,  22.2,  31.1,  40.2,  49.3
 28, "BS Madskillz FN",         1,  62.2,  16.9,  24.3,  31.9,  39.6,  46.9
 29, "BS Mixmiddle FN",         1,  62.2,  15.8,  28.7,  41.5,  54.4,  67.3
 30, "BS Night And Day FN",     6,  61.6,  13.4,  22.4,  31.3,  40.2,  49.1
 31, "BS Noizigian FN",         1,  62.2,  13.3,  22.5,  31.8,  41.1,  50.4
 32, "BS Open Bass FN",         1,  62.2,  12.1,  20.6,  29.0,  37.6,  45.9
 33, "BS Pluggiator FN",        1,  62.2,  17.4,  26.1,  34.1,  42.4,  50.8
 34, "BS SAWbreaker FN",        1,  62.2,  13.1,  21.4,  29.5,  37.7,  45.8
 35, "BS Sawlight FN",          1,  62.2,  14.6,  23.0,  31.2,  39.5,  47.8
 36, "BS Sci Fi",               1,  62.9,  18.0,  30.9,  44.3,  57.6,  70.8
 37, "BS Slow Filter FN",       1,  62.2,  19.8,  29.4,  39.0,  48.7,  57.9
 38, "BS Small Bassist FN",     6,  62.2,  19.2,  28.2,  37.1,  46.1,  55.1
 39, "BS Syncetel Bass FN",     6,  62.2,  12.5,  20.2,  27.8,  35.6,  43.2
 40, "BS Tripple Wobbler",      1,  62.2,  11.7,  20.2,  28.5,  37.0,  45.3
 41, "BS Wobbler FN",           1,  62.9,  20.0,  29.8,  39.7,  50.1,  59.9
 42, "BS Wobbler II FN",        1,  62.2,  20.6,  31.1,  41.8,  52.6,  63.5
 43, "CD Universal FN",         1,  62.2,  19.1,  27.8,  36.6,  45.6,  54.4
 44, "CH Chordionator FN",      6,  62.2,  18.5,  27.0,  35.3,  43.9,  52.0
 45, "CH Chordionator II FN",   1,  62.9,  18.7,  27.2,  35.5,  44.2,  52.1
 46, "CH Chordionator III FN",  3,  62.2,  11.6,  20.0,  28.4,  36.6,  44.7
 47, "CH Chordionator IV FN",   1,  62.9,  17.5,  25.9,  34.2,  43.0,  51.6
 48, "CH Open Mind FN",         1,  62.2,  19.2,  28.0,  36.7,  45.7,  54.4
 49, "CH SIDchord FN",          6,  62.9,  20.2,  29.8,  39.6,  49.5,  59.2
 50, "DR 8bit  Kick II FN",     1,  62.9,  17.1,  26.6,  36.1,  45.8,  55.4
 51, "DR 8bit  Kick III FN",    6,  62.2,  21.1,  30.2,  39.0,  48.3,  57.4
 52, "DR 8bit Kick FN",         6,  62.9,  18.8,  26.9,  35.3,  43.6,  52.0
 53, "DR Crash Space",          6,  62.2,  17.2,  31.5,  45.9,  60.4,  75.1
 54, "DR Hat Reverse",          1,  62.2,  13.2,  23.6,  34.0,  44.1,  54.5
 55, "DR Hat Short Moves",      1,  62.9,  13.5,  23.7,  33.8,  44.1,  54.3
 56, "DR Hat Short",            4,  62.2,  13.2,  23.4,  33.6,  43.8,  54.0
 57, "DR HiHat FN",             1,  62.9,  10.1,  16.6,  23.2,  29.7,  36.1
 58, "DR Kick Clean",           1,  62.9,  14.2,  25.0,  36.0,  46.8,  57.7
 59, "DR Kick FN",              1,  62.9,  10.9,  18.3,  25.5,  32.9,  40.2
 60, "DR Kick II FN",           1,  62.9,  21.1,  28.6,  36.2,  43.9,  51.3
 61, "DR Kick III FN",          1,  62.2,  20.9,  29.8,  38.6,  47.9,  56.8
 62, "DR Kick Old School",      6,  62.9,  14.2,  25.1,  35.9,  46.7,  57.6
 63, "DR Kick Phat",            1,  62.9,  19.5,  29.9,  40.3,  50.9,  61.3
 64, "DR Perc Bongo Room",      1,  62.9,  17.6,  26.4,  35.3,  44.1,  52.8
 65, "DR Perc Room",            1,  62.9,  16.4,  24.0,  31.5,  39.5,  46.4
 66, "DR Snare Dry",            1,  62.9,  15.5,  25.1,  34.4,  43.7,  52.6
 67, "DR Sub Impact",           1,  62.9,  11.0,  18.5,  25.9,  33.3,  40.7
 68, "FX Alien Storm",          1,  62.2,  93.0,  93.7,  94.8,  95.6,  95.9
 69, "FX Blubberwasser FN",     1,  62.2,  24.3,  37.4,  50.7,  64.5,  78.0
 70, "FX Break FM",             6,  62.2,  25.9,  43.6,  61.8,  80.9,  99.8
 71, "FX C64 FN",               1,  62.2,  23.2,  36.2,  48.6,  60.9,  72.9
 72, "FX Digital Transfer",     1,  62.2,  23.6,  39.1,  55.3,  72.5,  90.3
 73, "FX Falling Break",        1,  62.2,  47.9,  47.8,  47.6,  47.7,  47.6
 74, "FX Metallica FN",         1,  62.2,  59.6,  59.6,  37.3,  48.6,  59.7
 75, "FX Mod Triangle FM",      1,  62.2,  12.1,  21.5,  31.0,  40.6,  50.0
 76, "FX Noiz3machin3 FN",      1,  62.9,  21.2,  34.2,  49.1,  59.4,  72.5
 77, "FX Quitscheentchen FN",   6,  62.2,  24.3,  37.4,  50.7,  64.7,  78.1
 78, "FX Radeberger FN",        6,  62.2,  24.3,  39.9,  55.6,  69.2,  87.4
 79, "FX Raindrops FN",         6,  62.2,  77.3,  49.5,  50.7,  64.0,  76.9
 80, "FX Reverse FM",           6,  62.2,  12.9,  22.3,  31.7,  41.0,  50.4
 81, "FX SO 6dB Sweep",         1,  62.2,  11.3,  19.3,  27.1,  35.0,  42.7
 82, "FX Swell FN",             1,  62.2,  18.5,  28.1,  37.8,  47.7,  57.6
 83, "FX Turntable FN",         6,  62.9,  28.2,  43.9,  59.7,  76.8,  94.4
 84, "KB Big Synth FN",         6,  62.2,  50.2,  50.4,  50.2,  42.6,  50.1
 85, "KB E-Piano",              6,  62.2,  17.1,  25.6,  33.7,  42.0,  51.6
 86, "KB Glockenschlag FN",     4,  62.9,  19.1,  28.1,  37.0,  46.5,  56.1
 87, "KB Piano House",          6,  62.9,  18.7,  27.1,  35.6,  44.0,  51.9
 88, "KB White Noise FN",       3,  62.2,  17.4,  25.6,  33.9,  42.4,  50.7
 89, "LD 8bitter II FN",        6,  62.9,  21.4,  30.8,  40.0,  49.2,  58.2
 90, "LD Acid Saw",             6,  62.2,  11.5,  19.9,  27.8,  35.6,  43.4
 91, "LD Bon Voyage FN",        1,  62.9,  17.0,  24.8,  32.3,  40.4,  48.1
 92, "LD Crystal Lead",         1,  62.9,  18.3,  27.5,  37.0,  46.6,  56.1
 93, "LD Drop In Pulse",        3,  62.9,  52.1,  51.9,  42.7,  43.3,  51.6
 94, "LD Funky Mod",            1,  62.2,  11.3,  19.3,  27.2,  35.1,  42.8
 95, "LD Metal Wahuuu",         1,  62.2,  12.9,  23.1,  32.6,  42.4,  52.2
 96, "LD Morph Sync",           1,  62.9,  23.5,  38.4,  53.3,  68.6,  83.5
 97, "LD Noisy Sync Lead",      1,  62.9,  15.0,  27.4,  39.7,  51.9,  63.9
 98, "LD Plastic Attack",       1,  62.9,  14.8,  23.8,  32.7,  41.4,  50.1
 99, "LD Pleutonium FN",        1,  62.2,  19.2,  26.6,  33.7,  41.1,  48.2
100, "LD Plucked String",       1,  62.9,  20.9,  31.5,  42.1,  53.5,  64.5
101, "LD Power Lead",           5,  62.2,  14.3,  24.7,  35.0,  45.2,  55.6
102, "LD Resobells FN",         1,  62.9,  21.1,  31.1,  41.1,  51.7,  62.1
103, "LD Sci Fi Organ",         6,  62.2,  21.0,  33.5,  46.1,  59.1,  72.1
104, "LD Soft Bell Lead",       4,  62.9,  21.7,  35.3,  48.6,  62.3,  75.9
105, "LD Special Starter",      1,  62.9,  21.2,  33.2,  45.6,  58.0,  70.4
106, "LD Spring Bell",          2,  62.2,  21.9,  35.6,  49.6,  63.8,  77.9
107, "LD SYNCElead FN",         1,  62.2,  19.9,  30.0,  39.9,  50.4,  60.7
108, "LD Technoshocker FN",     1,  62.2,  12.7,  22.1,  31.5,  41.1,  50.4
109, "LD Thin Lead",            1,  62.9,  19.6,  29.2,  39.1,  49.5,  59.6
110, "LD Tranceline FN",        1,  62.9,  19.9,  28.0,  36.1,  44.5,  52.7
111, "LD Woholead FN",          1,  62.9,  11.8,  20.0,  28.1,  36.4,  44.6
112, "PD  Ringmodded FN",       1,  62.9,  21.5,  30.9,  40.6,  50.6,  59.9
113, "PD Base Pad",             6,  62.2,  46.5,  46.7,  29.2,  37.5,  45.6
114, "PD Bellomatism FN",       3,  62.9,  57.0,  57.0,  37.5,  47.2,  57.0
115, "PD Big Trancer FN",       6,  62.2,  19.9,  28.5,  37.1,  46.0,  54.6
116, "PD Bit Orchestra",        6,  62.2,  20.9,  31.8,  42.8,  54.6,  66.0
117, "PD Bursting Pad",         4,  62.2,  24.8,  40.0,  55.2,  70.5,  85.6
118, "PD Dark Animations FN",   3,  62.9,  17.9,  26.5,  35.5,  43.9,  52.5
119, "PD Easymat FN",           6,  62.9,  19.0,  27.8,  36.5,  45.7,  54.4
120, "PD Floating Pad",         6,  62.2,  24.2,  40.0,  56.1,  72.8,  89.4
121, "PD Gated Pad",            3,  62.9,  63.0,  60.1,  60.3,  51.6,  62.1
122, "PD Glasometer FN",        3,  62.2,  60.1,  60.3,  50.3,  50.4,  60.6
123, "PD Open Square FN",       6,  62.9,  57.0,  48.7,  39.8,  49.4,  58.5
124, "PD Padwobbler FN",        6,  62.9,  65.3,  54.9,  44.3,  55.5,  66.6
125, "PD Sun Rise",             6,  62.2,  64.2,  31.1,  42.0,  53.6,  64.8
126, "PD Sweet Analogue",       4,  62.9,  64.7,  64.2,  64.2,  64.4,  66.4
127, "PD Twoflower FN",         4,  62.9,  75.0,  73.5,  73.8,  57.2,  74.1
  0, "! Startup Juno Osc",      6,  59.0,  10.5,  17.9,  25.3,  32.7,  40.0
  1, "ARP 303 Like FN",         1,  60.3,  17.4,  26.1,  34.2,  42.5,  50.3
  2, "ARP 303 Like II FN",      1,  60.3,  17.9,  27.0,  35.7,  44.7,  53.0
  3, "ARP C64 FN",              1,  60.3,  25.2,  40.0,  54.5,  69.4,  83.9
  4, "ARP C64 II FN",           1,  60.3,  24.5,  39.2,  53.4,  68.1,  82.2
  5, "ARP C64 III FN",          1,  61.0,  24.5,  39.1,  54.0,  69.3,  84.0
  6, "ARP C64 IV FN",           1,  61.0,  20.9,  29.8,  38.6,  47.7,  56.7
  7, "ARP Demotrack ARP FN",    6,  61.0,  12.4,  20.9,  29.4,  37.9,  46.3
  8, "ARP Rumpelkammer FN",     1,  61.0,  14.3,  24.1,  33.5,  43.2,  52.8
  9, "BS 007 X",                6,  61.0,  13.5,  22.8,  31.9,  41.1,  50.3
 10, "BS 7th Gates FN",         1,  61.0,  11.2,  19.3,  27.0,  34.8,  42.4
 11, "BS Bass Deep Room",       1,  61.0,  17.4,  25.9,  33.8,  41.9,  49.7
 12, "BS Bassolead FN",         1,  61.0,  20.6,  30.9,  41.1,  51.8,  61.8
 13, "BS Basspa_ FN",           1,  61.0,  13.6,  22.9,  32.0,  41.3,  50.5
 14, "BS C64 Octavebass FN",    1,  61.6,  19.8,  33.5,  47.1,  60.7,  74.1
 15, "BS Clean Flat Bass",      1,  61.0,  11.2,  19.2,  27.1,  35.0,  42.9
 16, "BS D&B Wubler",           1,  61.6,  12.2,  21.2,  29.8,  38.5,  46.9
 17, "BS Dark Bass",            1,  61.0,  12.0,  21.1,  29.8,  38.4,  47.0
 18, "BS Dark Night FN",        3,  61.0,  13.2,  21.2,  29.3,  37.5,  45.6
 19, "BS Detuned FN",           1,  61.6,  13.8,  22.9,  32.0,  41.5,  50.3
 20, "BS Easy Listener FN",     6,  61.6,  13.5,  22.9,  31.9,  41.2,  50.3
 21, "BS Energyator FN",        1,  61.6,  11.5,  19.5,  27.5,  35.5,  43.3
 22, "BS Fat Side FN",          1,  62.2,  12.1,  21.2,  30.1,  38.8,  47.3
 23, "BS Flamming Bass FN",     1,  61.6,  13.2,  21.8,  30.4,  39.4,  48.0
 24, "BS Goodspeed FN",         1,  61.6,  17.5,  25.6,  33.5,  41.8,  49.6
 25, "BS Hard 80's",            1,  61.6,  12.2,  19.6,  26.9,  34.4,  41.7
 26, "BS Knarziger FN",         1,  61.6,  12.5,  20.1,  27.7,  35.6,  43.2
 27, "BS LFO Roller FN",        1,  62.2,  13.2,  22.2,  31.1,  40.2,  49.1
 28, "BS Madskillz FN",         1,  62.2,  16.9,  24.3,  31.8,  39.7,  46.9
 29, "BS Mixmiddle FN",         1,  61.6,  15.8,  28.7,  41.5,  54.4,  67.3
 30, "BS Night And Day FN",     6,  61.6,  13.4,  22.4,  31.3,  40.2,  49.1
 31, "BS Noizigian FN",         1,  62.2,  13.3,  22.6,  31.8,  41.1,  50.4
 32, "BS Open Bass FN",         1,  61.6,  12.1,  20.6,  29.0,  37.6,  45.9
 33, "BS Pluggiator FN",        1,  62.2,  17.4,  26.1,  34.1,  42.4,  50.8
 34, "BS SAWbreaker FN",        1,  62.2,  13.1,  21.4,  29.5,  37.7,  45.8
 35, "BS Sawlight FN",          1,  61.6,  14.6,  23.0,  31.2,  39.5,  47.8
 36, "BS Sci Fi",               1,  61.6,  18.0,  30.9,  44.3,  57.6,  70.8
 37, "BS Slow Filter FN",       1,  62.2,  19.8,  29.3,  39.0,  48.7,  57.8
 38, "BS Small Bassist FN",     6,  62.2,  19.3,  28.2,  37.0,  46.3,  55.2
 39, "BS Syncetel Bass FN",     6,  61.6,  12.5,  20.2,  27.8,  35.5,  43.2
 40, "BS Tripple Wobbler",      1,  61.6,  11.7,  20.2,  28.5,  37.0,  45.3
